model_id,source_repo,source_lang,target_lang,vocab_size,model_type,eval_method,variants,stars,quality_label,status
es-de,Helsinki-NLP/opus-mt-es-de,es,de,61301,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
de-es,Helsinki-NLP/opus-mt-de-es,de,es,61301,translation,seq2seq,"base,ct2,ct2_int8,lora",2.8333333333333335,Fair,api_success
tc-bible-big-sem-deu_eng_nld,Helsinki-NLP/opus-mt-tc-bible-big-sem-deu_eng_nld,tc,deu_eng_nld,61309,translation,seq2seq,"base,ct2,ct2_int8,lora",3.0,Good,api_success
tcbig-bible_sem-deu_eng_nld,Helsinki-NLP/opus-mt-tc-bible-big-sem-deu_eng_nld,tcbig,deu_eng_nld,61309,translation,seq2seq,"base,ct2,ct2_int8,lora",2.3333333333333335,Fair,api_success
lue-en,Helsinki-NLP/opus-mt-lue-en,lue,en,61313,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-tn,Helsinki-NLP/opus-mt-fi-tn,fi,tn,61313,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-lue,Helsinki-NLP/opus-mt-en-lue,en,lue,61313,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-srn,Helsinki-NLP/opus-mt-fi-srn,fi,srn,61314,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tw-fi,Helsinki-NLP/opus-mt-tw-fi,tw,fi,61325,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-tw,Helsinki-NLP/opus-mt-fi-tw,fi,tw,61325,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
run-en,Helsinki-NLP/opus-mt-run-en,run,en,61335,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-run,Helsinki-NLP/opus-mt-en-run,en,run,61335,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-bible_deu_eng_fra_por_spa-sem,Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-sem,tcbig,sem,61339,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-deu_eng_fra_por_spa-sem,Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-sem,tc,sem,61339,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-sv,Helsinki-NLP/opus-mt-fi-sv,fi,sv,61341,translation,seq2seq,"base,ct2,ct2_int8,lora",1.0,Basic,api_success
tc-big-pt-zle,Helsinki-NLP/opus-mt-tc-big-pt-zle,tc,zle,61345,translation,seq2seq,"base,ct2,ct2_int8,lora",1.3333333333333333,Basic,api_success
tcbig-pt-zle,Helsinki-NLP/opus-mt-tc-big-pt-zle,tcbig,zle,61345,translation,seq2seq,"base,ct2,ct2_int8,lora",1.3333333333333333,Basic,api_success
tcbig-zle-pt,Helsinki-NLP/opus-mt-tc-big-zle-pt,tcbig,pt,61346,translation,seq2seq,"base,ct2,ct2_int8,lora",2.0,Fair,api_success
tc-big-zle-pt,Helsinki-NLP/opus-mt-tc-big-zle-pt,tc,pt,61346,translation,seq2seq,"base,ct2,ct2_int8,lora",2.6666666666666665,Fair,api_success
ts-fi,Helsinki-NLP/opus-mt-ts-fi,ts,fi,61351,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-ts,Helsinki-NLP/opus-mt-fi-ts,fi,ts,61351,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
pap-fi,Helsinki-NLP/opus-mt-pap-fi,pap,fi,61369,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-pap,Helsinki-NLP/opus-mt-fi-pap,fi,pap,61369,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-gmq-zle,Helsinki-NLP/opus-mt-tc-big-gmq-zle,tcbig,zle,61373,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-big-gmq-zle,Helsinki-NLP/opus-mt-tc-big-gmq-zle,tc,zle,61373,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-big-zle-gmq,Helsinki-NLP/opus-mt-tc-big-zle-gmq,tc,gmq,61376,translation,seq2seq,"base,ct2,ct2_int8,lora",4.333333333333333,High Quality,api_success
tcbig-zle-gmq,Helsinki-NLP/opus-mt-tc-big-zle-gmq,tcbig,gmq,61376,translation,seq2seq,"base,ct2,ct2_int8,lora",4.333333333333333,High Quality,api_success
fr-lg,Helsinki-NLP/opus-mt-fr-lg,fr,lg,61378,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
lg-fr,Helsinki-NLP/opus-mt-lg-fr,lg,fr,61378,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-tll,Helsinki-NLP/opus-mt-es-tll,es,tll,61389,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-afa-en,Helsinki-NLP/opus-mt-tc-bible-big-afa-en,tc,en,61389,translation,seq2seq,"base,ct2,ct2_int8,lora",0.16666666666666666,Experimental,api_success
tll-es,Helsinki-NLP/opus-mt-tll-es,tll,es,61389,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-bible_afa-en,Helsinki-NLP/opus-mt-tc-bible-big-afa-en,tcbig,en,61389,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
tcbig-fr-zle,Helsinki-NLP/opus-mt-tc-big-fr-zle,tcbig,zle,61392,translation,seq2seq,"base,ct2,ct2_int8,lora",2.0,Fair,api_success
tc-big-fr-zle,Helsinki-NLP/opus-mt-tc-big-fr-zle,tc,zle,61392,translation,seq2seq,"base,ct2,ct2_int8,lora",2.5,Fair,api_success
tr-lt,Helsinki-NLP/opus-mt-tr-lt,tr,lt,61419,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
lt-tr,Helsinki-NLP/opus-mt-lt-tr,lt,tr,61419,translation,seq2seq,"base,ct2,ct2_int8,lora",4.666666666666667,Gold Standard,api_success
nso-fi,Helsinki-NLP/opus-mt-nso-fi,nso,fi,61423,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-nso,Helsinki-NLP/opus-mt-fi-nso,fi,nso,61423,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
lg-es,Helsinki-NLP/opus-mt-lg-es,lg,es,61425,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-zle-fr,Helsinki-NLP/opus-mt-tc-big-zle-fr,tcbig,fr,61429,translation,seq2seq,"base,ct2,ct2_int8,lora",3.0,Good,api_success
tc-big-zle-fr,Helsinki-NLP/opus-mt-tc-big-zle-fr,tc,fr,61429,translation,seq2seq,"base,ct2,ct2_int8,lora",4.0,High Quality,api_success
tc-bible-big-afa-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-afa-deu_eng_fra_por_spa,tc,deu_eng_fra_por_spa,61448,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-bible_afa-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-afa-deu_eng_fra_por_spa,tcbig,deu_eng_fra_por_spa,61448,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ee-fi,Helsinki-NLP/opus-mt-ee-fi,ee,fi,61449,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-ee,Helsinki-NLP/opus-mt-fi-ee,fi,ee,61449,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-run,Helsinki-NLP/opus-mt-fr-run,fr,run,61454,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-big-zle-itc,Helsinki-NLP/opus-mt-tc-big-zle-itc,tc,itc,61466,translation,seq2seq,"base,ct2,ct2_int8,lora",3.8333333333333335,Good,api_success
tcbig-zle-itc,Helsinki-NLP/opus-mt-tc-big-zle-itc,tcbig,itc,61466,translation,seq2seq,"base,ct2,ct2_int8,lora",4.666666666666667,Gold Standard,api_success
it-bg,Helsinki-NLP/opus-mt-it-bg,it,bg,61468,translation,seq2seq,"base,ct2,ct2_int8,lora",4.833333333333333,Gold Standard,api_success
bg-it,Helsinki-NLP/opus-mt-bg-it,bg,it,61468,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
kqn-fr,Helsinki-NLP/opus-mt-kqn-fr,kqn,fr,61473,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-kqn,Helsinki-NLP/opus-mt-fr-kqn,fr,kqn,61473,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
bg-fr,Helsinki-NLP/opus-mt-bg-fr,bg,fr,61483,translation,seq2seq,"base,ct2,ct2_int8,lora",4.666666666666667,Gold Standard,api_success
fr-bg,Helsinki-NLP/opus-mt-fr-bg,fr,bg,61483,translation,seq2seq,"base,ct2,ct2_int8,lora",4.0,High Quality,api_success
run-sv,Helsinki-NLP/opus-mt-run-sv,run,sv,61491,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-run,Helsinki-NLP/opus-mt-sv-run,sv,run,61491,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-big-itc-ar,Helsinki-NLP/opus-mt-tc-big-itc-ar,tc,ar,61503,translation,seq2seq,"base,ct2,ct2_int8,lora",3.8333333333333335,Good,api_success
tcbig-itc-ar,Helsinki-NLP/opus-mt-tc-big-itc-ar,tcbig,ar,61503,translation,seq2seq,"base,ct2,ct2_int8,lora",4.0,High Quality,api_success
tc-big-zle-es,Helsinki-NLP/opus-mt-tc-big-zle-es,tc,es,61515,translation,seq2seq,"base,ct2,ct2_int8,lora",4.0,High Quality,api_success
tcbig-zle-es,Helsinki-NLP/opus-mt-tc-big-zle-es,tcbig,es,61515,translation,seq2seq,"base,ct2,ct2_int8,lora",4.0,High Quality,api_success
sv-lu,Helsinki-NLP/opus-mt-sv-lu,sv,lu,61517,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
lu-sv,Helsinki-NLP/opus-mt-lu-sv,lu,sv,61517,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
kqn-es,Helsinki-NLP/opus-mt-kqn-es,kqn,es,61526,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-ln,Helsinki-NLP/opus-mt-fi-ln,fi,ln,61529,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-ny,Helsinki-NLP/opus-mt-fi-ny,fi,ny,61529,translation,seq2seq,"base,ct2,ct2_int8,lora",4.833333333333333,Gold Standard,api_success
fr-tum,Helsinki-NLP/opus-mt-fr-tum,fr,tum,61532,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tum-fr,Helsinki-NLP/opus-mt-tum-fr,tum,fr,61532,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tum-es,Helsinki-NLP/opus-mt-tum-es,tum,es,61535,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
alv-en,Helsinki-NLP/opus-mt-alv-en,alv,en,61549,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
lu-fr,Helsinki-NLP/opus-mt-lu-fr,lu,fr,61552,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-lu,Helsinki-NLP/opus-mt-fr-lu,fr,lu,61552,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-nic,Helsinki-NLP/opus-mt-en-nic,en,nic,61556,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
run-es,Helsinki-NLP/opus-mt-run-es,run,es,61562,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-es-zle,Helsinki-NLP/opus-mt-tc-big-es-zle,tcbig,zle,61577,translation,seq2seq,"base,ct2,ct2_int8,lora",1.3333333333333333,Basic,api_success
tc-big-en-zle,Helsinki-NLP/opus-mt-tc-big-en-zle,tc,zle,61577,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-alv,Helsinki-NLP/opus-mt-en-alv,en,alv,61577,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-big-es-zle,Helsinki-NLP/opus-mt-tc-big-es-zle,tc,zle,61577,translation,seq2seq,"base,ct2,ct2_int8,lora",2.0,Fair,api_success
tcbig-en-zle,Helsinki-NLP/opus-mt-tc-big-en-zle,tcbig,zle,61577,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-big-ar-itc,Helsinki-NLP/opus-mt-tc-big-ar-itc,tc,itc,61580,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
tcbig-ar-itc,Helsinki-NLP/opus-mt-tc-big-ar-itc,tcbig,itc,61580,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sn-sv,Helsinki-NLP/opus-mt-sn-sv,sn,sv,61582,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-sn,Helsinki-NLP/opus-mt-sv-sn,sv,sn,61582,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
gaa-fi,Helsinki-NLP/opus-mt-gaa-fi,gaa,fi,61586,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-gaa,Helsinki-NLP/opus-mt-fi-gaa,fi,gaa,61586,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
uk-en,Helsinki-NLP/opus-mt-uk-en,uk,en,61587,translation,seq2seq,"base,ct2,ct2_int8,lora",2.6666666666666665,Fair,api_success
en-uk,Helsinki-NLP/opus-mt-en-uk,en,uk,61587,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
zle-en,Helsinki-NLP/opus-mt-zle-en,zle,en,61590,translation,seq2seq,"base,ct2,ct2_int8,lora",4.0,High Quality,api_success
nic-en,Helsinki-NLP/opus-mt-nic-en,nic,en,61591,translation,seq2seq,"base,ct2,ct2_int8,lora",4.666666666666667,Gold Standard,api_success
tcbig-zlw-zle,Helsinki-NLP/opus-mt-tc-big-zlw-zle,tcbig,zle,61592,translation,seq2seq,"base,ct2,ct2_int8,lora",1.0,Basic,api_success
tc-big-zlw-zle,Helsinki-NLP/opus-mt-tc-big-zlw-zle,tc,zle,61592,translation,seq2seq,"base,ct2,ct2_int8,lora",1.1666666666666667,Basic,api_success
tcbig-zle-zlw,Helsinki-NLP/opus-mt-tc-big-zle-zlw,tcbig,zlw,61593,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
tc-big-zle-zlw,Helsinki-NLP/opus-mt-tc-big-zle-zlw,tc,zlw,61593,translation,seq2seq,"base,ct2,ct2_int8,lora",0.5,Experimental,api_success
en-zle,Helsinki-NLP/opus-mt-en-zle,en,zle,61605,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-bible_bnt-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-bnt-deu_eng_fra_por_spa,tcbig,deu_eng_fra_por_spa,61612,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-bnt-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-bnt-deu_eng_fra_por_spa,tc,deu_eng_fra_por_spa,61612,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sn-es,Helsinki-NLP/opus-mt-sn-es,sn,es,61622,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-sn,Helsinki-NLP/opus-mt-es-sn,es,sn,61622,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-bible_afa-deu_eng_nld,Helsinki-NLP/opus-mt-tc-bible-big-afa-deu_eng_nld,tcbig,deu_eng_nld,61623,translation,seq2seq,"base,ct2,ct2_int8,lora",0.6666666666666666,Experimental,api_success
tc-bible-big-afa-deu_eng_nld,Helsinki-NLP/opus-mt-tc-bible-big-afa-deu_eng_nld,tc,deu_eng_nld,61623,translation,seq2seq,"base,ct2,ct2_int8,lora",1.3333333333333333,Basic,api_success
fr-xh,Helsinki-NLP/opus-mt-fr-xh,fr,xh,61628,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
xh-fr,Helsinki-NLP/opus-mt-xh-fr,xh,fr,61628,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-tut,Helsinki-NLP/opus-mt-en-tut,en,tut,61657,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-xh,Helsinki-NLP/opus-mt-sv-xh,sv,xh,61664,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sv-toi,Helsinki-NLP/opus-mt-sv-toi,sv,toi,61664,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
toi-sv,Helsinki-NLP/opus-mt-toi-sv,toi,sv,61664,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
xh-sv,Helsinki-NLP/opus-mt-xh-sv,xh,sv,61664,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-trk,Helsinki-NLP/opus-mt-en-trk,en,trk,61674,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-mr,Helsinki-NLP/opus-mt-en-mr,en,mr,61674,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
mr-en,Helsinki-NLP/opus-mt-mr-en,mr,en,61674,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-war,Helsinki-NLP/opus-mt-fi-war,fi,war,61699,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
war-fi,Helsinki-NLP/opus-mt-war-fi,war,fi,61699,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
es-xh,Helsinki-NLP/opus-mt-es-xh,es,xh,61702,translation,seq2seq,"base,ct2,ct2_int8,lora",3.6666666666666665,Good,api_success
xh-es,Helsinki-NLP/opus-mt-xh-es,xh,es,61702,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
tc-bible-big-inc-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-inc-deu_eng_fra_por_spa,tc,deu_eng_fra_por_spa,61705,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-bible_inc-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-inc-deu_eng_fra_por_spa,tcbig,deu_eng_fra_por_spa,61705,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-bg,Helsinki-NLP/opus-mt-en-bg,en,bg,61708,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
sn-fr,Helsinki-NLP/opus-mt-sn-fr,sn,fr,61709,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
trk-en,Helsinki-NLP/opus-mt-trk-en,trk,en,61709,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fr-sn,Helsinki-NLP/opus-mt-fr-sn,fr,sn,61709,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-pqe-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-pqe-deu_eng_fra_por_spa,tc,deu_eng_fra_por_spa,61710,translation,seq2seq,"base,ct2,ct2_int8,lora",4.666666666666667,Gold Standard,api_success
tcbig-bible_pqe-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-pqe-deu_eng_fra_por_spa,tcbig,deu_eng_fra_por_spa,61710,translation,seq2seq,"base,ct2,ct2_int8,lora",4.666666666666667,Gold Standard,api_success
sv-uk,Helsinki-NLP/opus-mt-sv-uk,sv,uk,61729,translation,seq2seq,"base,ct2,ct2_int8,lora",3.0,Good,api_success
uk-sv,Helsinki-NLP/opus-mt-uk-sv,uk,sv,61729,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
bnt-en,Helsinki-NLP/opus-mt-bnt-en,bnt,en,61729,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
bcl-fi,Helsinki-NLP/opus-mt-bcl-fi,bcl,fi,61739,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-bcl,Helsinki-NLP/opus-mt-fi-bcl,fi,bcl,61739,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-bnt,Helsinki-NLP/opus-mt-en-bnt,en,bnt,61740,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ja-sv,Helsinki-NLP/opus-mt-ja-sv,ja,sv,61747,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
en-inc,Helsinki-NLP/opus-mt-en-inc,en,inc,61760,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
bem-fi,Helsinki-NLP/opus-mt-bem-fi,bem,fi,61763,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-bem,Helsinki-NLP/opus-mt-fi-bem,fi,bem,61763,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-pag,Helsinki-NLP/opus-mt-fi-pag,fi,pag,61804,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
pag-fi,Helsinki-NLP/opus-mt-pag-fi,pag,fi,61804,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-iir-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-iir-deu_eng_fra_por_spa,tc,deu_eng_fra_por_spa,61807,translation,seq2seq,"base,ct2,ct2_int8,lora",2.3333333333333335,Fair,api_success
tcbig-bible_iir-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-iir-deu_eng_fra_por_spa,tcbig,deu_eng_fra_por_spa,61807,translation,seq2seq,"base,ct2,ct2_int8,lora",1.3333333333333333,Basic,api_success
inc-en,Helsinki-NLP/opus-mt-inc-en,inc,en,61809,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
lu-es,Helsinki-NLP/opus-mt-lu-es,lu,es,61809,translation,seq2seq,"base,ct2,ct2_int8,lora",4.833333333333333,Gold Standard,api_success
bg-en,Helsinki-NLP/opus-mt-bg-en,bg,en,61813,translation,seq2seq,"base,ct2,ct2_int8,lora",0.3333333333333333,Experimental,api_success
tcbig-bible_deu_eng_fra_por_spa-afa,Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-afa,tcbig,afa,61815,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-deu_eng_fra_por_spa-afa,Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-afa,tc,afa,61815,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
loz-fi,Helsinki-NLP/opus-mt-loz-fi,loz,fi,61817,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
bg-es,Helsinki-NLP/opus-mt-bg-es,bg,es,61845,translation,seq2seq,"base,ct2,ct2_int8,lora",4.666666666666667,Gold Standard,api_success
es-bg,Helsinki-NLP/opus-mt-es-bg,es,bg,61845,translation,seq2seq,"base,ct2,ct2_int8,lora",3.0,Good,api_success
lua-fi,Helsinki-NLP/opus-mt-lua-fi,lua,fi,61858,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-lua,Helsinki-NLP/opus-mt-fi-lua,fi,lua,61858,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
fi-sn,Helsinki-NLP/opus-mt-fi-sn,fi,sn,61866,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
tcbig-bible_afa-fra_ita_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-afa-fra_ita_por_spa,tcbig,fra_ita_por_spa,61871,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-afa-fra_ita_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-afa-fra_ita_por_spa,tc,fra_ita_por_spa,61871,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-bible_alv-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-alv-deu_eng_fra_por_spa,tcbig,deu_eng_fra_por_spa,61872,translation,seq2seq,"base,ct2,ct2_int8,lora",4.333333333333333,High Quality,api_success
tc-bible-big-alv-deu_eng_fra_por_spa,Helsinki-NLP/opus-mt-tc-bible-big-alv-deu_eng_fra_por_spa,tc,deu_eng_fra_por_spa,61872,translation,seq2seq,"base,ct2,ct2_int8,lora",4.0,High Quality,api_success
toi-es,Helsinki-NLP/opus-mt-toi-es,toi,es,61873,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
toi-fr,Helsinki-NLP/opus-mt-toi-fr,toi,fr,61888,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
ja-fr,Helsinki-NLP/opus-mt-ja-fr,ja,fr,61891,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
mk-fr,Helsinki-NLP/opus-mt-mk-fr,mk,fr,61896,translation,seq2seq,"base,ct2,ct2_int8,lora",4.5,Gold Standard,api_success
sv-lue,Helsinki-NLP/opus-mt-sv-lue,sv,lue,61899,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
lue-sv,Helsinki-NLP/opus-mt-lue-sv,lue,sv,61899,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
uk-fr,Helsinki-NLP/opus-mt-uk-fr,uk,fr,61899,translation,seq2seq,"base,ct2,ct2_int8,lora",4.833333333333333,Gold Standard,api_success
fr-uk,Helsinki-NLP/opus-mt-fr-uk,fr,uk,61899,translation,seq2seq,"base,ct2,ct2_int8,lora",3.8333333333333335,Good,api_success
kl-en,Helsinki-NLP/opus-mt-kl-en,kl,en,61905,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tc-bible-big-deu_eng_fra_por_spa-inc,Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-inc,tc,inc,61906,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
tcbig-bible_deu_eng_fra_por_spa-inc,Helsinki-NLP/opus-mt-tc-bible-big-deu_eng_fra_por_spa-inc,tcbig,inc,61906,translation,seq2seq,"base,ct2,ct2_int8,lora",5.0,Gold Standard,api_success
